s.no,borrower,financial dob,nonfinancial dob,annual_income,profession,marital status,institute_name,course_name,loan amount,course_cost,dpd_days,current_status,current city,current state,current pincode,permanent city,permanent state,interest rate,enach activated,imdb success,protection_type_name,cibilscore,lender_name,company name,disbursal date,work experience,loan category,loan type,sector,residence type,tenure,emi_amount
370,Robin Johnson,2006-05-20,1968-01-11,150614,Lexicographer,Single,"Bruce, Goodman and Howard",author,43359,21653,34,Fully Disbursed,Amyland,Colorado,81527,East Ashleechester,Oklahoma,13.71,False,No,interesting,534,Mcdaniel-Wilson,Gregory Inc,1988-02-24,2,Education loan,Certification,upon,Owned,15,1609
371,Heidi Silva,1975-12-31,1974-08-02,44630,Best boy,Married,Johnson PLC,pick,38591,15155,210,Fully Disbursed,Clairebury,Louisiana,72783,Port Samanthabury,New York,19.9,False,No,claim,489,Arias-Riley,"Beck, Kaiser and Miller",1991-02-05,35,Education loan,School Education,Republican,Owned,2,3764
372,Joshua Kim,1980-07-13,1966-03-23,198599,Games developer,Single,Deleon-Reed,fall,8590,20977,168,Fully Disbursed,East Katherinehaven,Ohio,36822,Wellsbury,Mississippi,12.67,True,Yes,while,689,Maldonado-Williams,Harris Ltd,2015-11-16,13,Education loan,College education,already,Owned,6,4122
373,James Wheeler,1986-06-17,1975-07-14,197490,"Scientist, marine",Divorced,Singh-Goodwin,address,8896,33839,189,EMI Running,North Robertmouth,Virginia,23262,Codyhaven,Utah,8.91,False,No,large,879,Ross-Rodriguez,Brown-James,2014-02-09,22,Education loan,Certification,girl,Owned,21,4860
374,Brian Richardson,2005-04-27,1963-08-13,187769,"Therapist, music",Married,"Sanchez, Ware and Young",consider,41740,20413,303,Fully Disbursed,North Jenna,Wyoming,38222,Lake Jonathan,Oklahoma,7.42,True,No,but,581,Jackson-Perez,"Clark, Thompson and Hamilton",2009-01-17,20,Education loan,School Education,land,Rented,26,1379
375,Megan Little,1975-02-19,2002-07-25,150911,"Education officer, community",Single,Hernandez Group,deal,46960,17262,171,Fully Disbursed,Michaelland,Rhode Island,75877,Port Nicolefurt,Ohio,13.21,False,No,clearly,765,Williams LLC,Rodriguez-Rodriguez,1995-02-24,6,Education loan,School Education,no,Rented,8,2285
376,Brianna Pitts,1959-04-19,1986-07-24,82695,Bonds trader,Single,"Lee, Mitchell and Hogan",they,23372,27530,229,EMI Running,Patrickfort,New Hampshire,60198,Carterstad,Nebraska,14.88,True,No,wide,812,"Reid, Wright and Williams",Jones and Sons,1986-08-15,33,Education loan,School Education,always,Owned,11,3558
377,Joseph Gross,1988-03-24,1992-08-24,53682,Secretary/administrator,Single,Wiggins-Berry,base,39840,10604,1,EMI Running,Gonzalezstad,Minnesota,16895,Frederickmouth,Georgia,6.49,True,Yes,effect,332,Harris LLC,"Vaughan, Whitehead and Davis",2002-03-29,11,Education loan,Certification,son,Rented,1,4956
378,Kimberly Williamson,1961-06-20,1983-04-19,31774,"Presenter, broadcasting",Single,"Brock, Medina and Neal",where,23163,26927,287,Fully Disbursed,West Carolview,Idaho,95214,Reedmouth,Michigan,16.95,False,Yes,no,369,Frazier LLC,"Friedman, Brown and Baker",1982-11-05,17,Education loan,College education,growth,Rented,3,3478
379,Allison Miller,1984-09-13,1966-07-15,145953,Community development worker,Married,Chase-Ewing,dream,21088,28778,213,Fully Disbursed,North Kaylafort,West Virginia,06251,Michaelburgh,Texas,17.55,False,No,rate,897,"Morales, Singh and Ruiz","Myers, Peters and Carter",1984-07-06,33,Education loan,School Education,bag,Owned,29,2252
380,Emily Hicks,1973-05-28,1971-02-15,52397,Herbalist,Married,Turner Inc,growth,20029,15864,322,EMI Running,Michaelshire,Vermont,11959,Connieborough,Mississippi,12.92,False,No,their,676,Hernandez-Jenkins,Gibbs-Marsh,1976-03-05,24,Education loan,School Education,boy,Rented,27,1418
381,Tonya Willis,1973-07-05,1997-02-17,174537,Technical sales engineer,Divorced,Thomas Inc,look,18009,32907,200,Fully Disbursed,North Anthony,West Virginia,26008,North Feliciaborough,Louisiana,7.06,False,Yes,almost,465,Austin PLC,Carr Group,2024-03-10,30,Education loan,School Education,about,Rented,21,2064
382,Kenneth Mora,1994-05-09,1966-06-02,91774,Musician,Single,Bullock-Evans,I,29525,26330,340,Fully Disbursed,East Jonathanmouth,Massachusetts,11732,Port Calvinview,New Jersey,11.48,True,Yes,help,754,"Howard, Wheeler and Crawford",Washington and Sons,2004-07-21,19,Education loan,College education,reach,Owned,1,1057
383,Jacob Rodriguez,1975-06-25,1972-10-09,28841,Waste management officer,Married,"Hicks, Smith and Brown",third,35610,3132,316,Fully Disbursed,North Lorishire,Kansas,30469,East Ryanport,Connecticut,10.61,False,Yes,trip,366,Manning Inc,"Edwards, Oconnor and Rodriguez",2018-09-03,22,Education loan,College education,against,Owned,3,1550
384,Corey Cooper,1968-07-17,1971-11-15,118892,Event organiser,Married,Hudson Inc,success,22582,16829,324,Fully Disbursed,Wilsontown,Indiana,74471,North Amanda,Florida,17.26,False,No,rich,524,Castillo LLC,"Morgan, Lawrence and Hinton",2013-09-11,34,Education loan,College education,include,Rented,24,3556
385,Amanda Sanchez,1975-05-04,1972-11-10,169722,Best boy,Married,"Mendoza, Gomez and Peters",anything,18050,32899,99,EMI Running,North Stephen,Kentucky,84188,Port Michaelhaven,Missouri,18.28,True,No,kind,859,"Mccormick, Scott and Porter",Morales-David,2002-02-12,14,Education loan,College education,discussion,Rented,29,1026
386,Jessica Mueller,2005-01-01,1967-04-10,152717,Operations geologist,Married,"Diaz, Rosario and Vasquez",billion,48720,10927,43,EMI Running,Lake Gina,Connecticut,55330,Meganchester,Tennessee,15.25,True,No,yourself,490,"Martin, Haynes and Flores",Taylor Ltd,2008-07-05,39,Education loan,College education,somebody,Rented,24,2696
387,Kyle Gray,1974-03-05,1995-01-08,156256,"Therapist, sports",Married,Hale LLC,view,24415,35432,21,EMI Running,Cookville,Oklahoma,68571,New Williammouth,North Dakota,16.74,True,No,such,718,Massey Ltd,Lawrence-Henderson,2009-05-31,18,Education loan,School Education,country,Owned,23,2737
388,Tiffany Bender,1990-11-17,1987-06-25,56419,Media planner,Divorced,Fleming LLC,evidence,42471,25546,169,Fully Disbursed,Andreafort,Pennsylvania,58988,Potterville,New York,11.61,False,Yes,leave,424,Neal LLC,"White, Krueger and Kidd",2020-09-05,38,Education loan,College education,necessary,Owned,30,3548
389,Marc Lee,1999-07-29,1993-08-12,38170,"Engineer, mining",Single,Davis-Carney,continue,40196,9854,275,Fully Disbursed,Michaelfurt,Pennsylvania,60665,Fisherchester,Wyoming,7.48,True,No,enough,441,Johnson Inc,Richards-Weeks,2020-09-02,27,Education loan,Certification,politics,Owned,26,2840
390,Elizabeth Cook,1997-04-29,1967-04-06,104834,Communications engineer,Divorced,Carpenter-Russell,because,17150,17164,27,Fully Disbursed,Ortegaburgh,Pennsylvania,31345,Thomasside,North Dakota,17.14,True,Yes,prepare,555,Smith-Kennedy,Rogers-Lee,1998-04-05,13,Education loan,College education,owner,Rented,25,3132
391,Christina Gillespie,1978-12-02,1982-10-08,174217,"Lecturer, further education",Married,Olson-Oconnor,lose,48637,37082,65,EMI Running,West Adrian,Illinois,41823,Lake Leslie,Ohio,18.13,True,Yes,protect,439,"Blake, Thomas and Wilson",Lang and Sons,2014-09-17,6,Education loan,College education,painting,Rented,23,3205
392,Shane Hunter,1981-01-05,1998-10-10,117626,Building surveyor,Single,Richardson-Pope,carry,41105,34577,213,Fully Disbursed,South Joseph,South Carolina,05830,North Mirandaville,Missouri,14.79,False,Yes,woman,620,Moody Inc,"Lopez, Reyes and Alvarez",1993-08-13,6,Education loan,School Education,one,Rented,6,1155
393,Kevin Cortez,1993-07-30,1961-06-12,37666,Special educational needs teacher,Married,"Shepherd, Young and Butler",something,39642,6028,233,Fully Disbursed,North Ericshire,Nebraska,55939,East Ronald,Maine,11.88,False,Yes,population,734,Trujillo-Curry,"Haynes, Kerr and Salazar",2015-08-10,27,Education loan,Certification,trouble,Rented,12,1705
394,Benjamin Abbott,1982-04-04,1969-09-01,190678,"Psychologist, occupational",Married,Hamilton Group,risk,25759,9374,13,EMI Running,Andrewland,Michigan,47151,Hinesfurt,Texas,12.84,True,Yes,during,794,Lopez-Burke,Kaiser Group,1994-03-19,28,Education loan,School Education,model,Rented,21,1743
395,Kathy Moyer,2003-01-17,1961-05-06,39125,Restaurant manager,Married,"Figueroa, Greene and Williams",friend,30593,23451,363,EMI Running,Johnfort,Rhode Island,33825,Lake Nathanfort,Illinois,12.28,False,No,development,674,"Sanders, Moran and Watson",Henson-Cooper,1971-06-30,21,Education loan,School Education,manager,Owned,7,4785
396,Mark Rios,1972-01-31,1998-12-15,154633,"Engineer, land",Divorced,Obrien Inc,plan,17169,26831,76,EMI Running,Larsonton,Washington,11749,New Sarahfort,Kentucky,9.01,False,No,will,453,"Griffith, Anderson and Gonzales",Gentry Inc,1991-03-24,34,Education loan,Certification,position,Rented,25,4386
397,Mitchell Price,1990-02-21,2003-12-05,140923,"Accountant, chartered",Married,Soto LLC,area,22833,24717,348,Fully Disbursed,North Garyhaven,Montana,02809,Lake Amanda,Utah,12.12,True,No,here,598,Murray Group,Reilly-Ross,2009-05-22,23,Education loan,School Education,watch,Owned,5,4266
398,Raymond Cooke,2002-04-02,2001-01-31,159551,Building services engineer,Married,"Hicks, Burton and Ruiz",at,38040,22328,48,Fully Disbursed,Schroedermouth,California,00807,West Heathermouth,Minnesota,7.79,False,No,speech,317,Mcbride Ltd,Miller-Cook,1981-03-28,23,Education loan,Certification,high,Owned,4,3191
399,Lauren Crosby DDS,1977-02-06,1986-07-05,74251,Travel agency manager,Single,"Brown, Sloan and Curtis",family,42802,31104,4,Fully Disbursed,Lake Donaldfurt,California,41366,Lutztown,Wisconsin,9.54,False,No,property,523,Martinez Group,Warren-Schmitt,2003-05-09,28,Education loan,School Education,or,Rented,26,4029
400,Lori Miles,1964-10-31,1975-07-24,170236,Music therapist,Married,Morris-Rodriguez,leg,34105,10389,179,EMI Running,Marshallview,North Dakota,13391,Scottfurt,Alabama,16.86,False,Yes,maybe,345,"Green, Parker and Williams",Sanchez-Jackson,1989-04-05,39,Education loan,College education,stock,Owned,28,2069
401,Marissa Erickson,1978-01-25,1995-11-29,127541,"Therapist, nutritional",Divorced,"Booth, Martin and Thompson",see,25293,23282,357,Fully Disbursed,Carolfort,California,09987,Lake William,Mississippi,8.13,True,No,quite,487,"Martin, Fowler and Moore",Matthews-Green,1984-07-15,26,Education loan,School Education,community,Rented,7,4977
402,Joshua Taylor,1986-03-13,1968-11-06,71913,"Exhibitions officer, museum/gallery",Divorced,Dunlap LLC,manager,30296,28265,325,EMI Running,South Robert,Ohio,24029,Matthewberg,Oklahoma,14.53,True,Yes,vote,795,Duke Ltd,"Deleon, Johnson and Miller",1989-10-03,31,Education loan,School Education,now,Owned,7,2281
403,Alexis Daniels,1970-07-04,1965-09-22,39902,Occupational hygienist,Married,Mcdonald-Hicks,player,10153,20111,22,EMI Running,Wilsonberg,Oregon,23005,Lake Melissachester,Kentucky,14.45,True,No,customer,714,Richardson-Guzman,"Hernandez, Newman and Proctor",1996-02-22,9,Education loan,School Education,hour,Owned,10,2104
404,Betty Chapman,2002-05-12,1967-12-20,157209,Lobbyist,Divorced,"Luna, Morales and Cox",theory,25607,33847,246,EMI Running,Jeremyburgh,Minnesota,31971,Catherineborough,Connecticut,9.84,True,Yes,movement,328,Obrien-Ward,Smith-Rose,1971-12-19,2,Education loan,College education,here,Rented,13,2706
405,Amy Wood,1979-09-04,1978-01-23,134749,"Optician, dispensing",Single,Garcia Inc,scientist,7280,11981,229,Fully Disbursed,Aprilfurt,Utah,37464,Michealside,South Carolina,11.34,False,No,thought,559,Murphy and Sons,"Wilson, Kelley and White",2000-02-13,26,Education loan,Certification,work,Rented,11,4065
406,Beth Rose,1975-05-10,1993-05-30,68810,Database administrator,Divorced,Cohen Group,at,30940,29661,196,EMI Running,East Shawnside,Oregon,96514,Lake Angela,Louisiana,12.59,False,No,throw,873,Collier-Fernandez,Robinson-Mitchell,2012-09-30,27,Education loan,College education,rather,Rented,25,4395
407,Amy Mills,1959-02-15,2002-11-02,97018,Probation officer,Married,Bradford Ltd,debate,24654,21748,270,Fully Disbursed,New Robertview,Florida,71786,East Michaelville,Virginia,16.0,True,No,on,860,Garcia-Roman,Mendez-Schultz,1986-01-01,34,Education loan,School Education,believe,Rented,1,1489
408,Laura Hicks,1970-04-06,2000-06-17,128615,Quality manager,Single,Wilkins Ltd,company,38824,26012,343,EMI Running,New Jennifer,New Hampshire,53824,North Allisonview,Michigan,18.63,True,Yes,red,307,Miller-Hernandez,Bush-Fritz,1990-02-09,2,Education loan,Certification,voice,Rented,1,3564
409,Abigail Ward,2001-03-20,2003-09-24,162906,Company secretary,Single,"Jones, Myers and Williams",education,46464,28513,117,EMI Running,New Elizabeth,Arizona,15787,Lake Rebecca,Oregon,8.37,False,No,writer,404,Lowery PLC,Calderon Inc,2018-06-23,13,Education loan,College education,always,Owned,12,3966
410,Anthony Johnson,2005-01-31,1966-10-18,46220,Water engineer,Divorced,"Benton, Avila and Vega",figure,43854,10577,73,EMI Running,South Dorisborough,Iowa,06127,Gutierrezburgh,Missouri,9.64,False,Yes,raise,770,"Nash, Moore and Andrews","Sanchez, Johnson and Jones",1970-09-13,17,Education loan,School Education,again,Owned,6,1639
411,Mrs. Olivia Miller,2003-08-23,1988-02-01,121916,Fine artist,Divorced,"Hammond, Cole and Martin",can,25370,39319,304,Fully Disbursed,North David,Missouri,83986,North Karenshire,Colorado,7.8,False,No,finally,598,"Cole, Simon and Rangel",Ward-Davis,1976-09-03,8,Education loan,Certification,often,Rented,9,1570
412,Shane Ruiz,1961-04-11,2004-09-18,175949,"Editor, commissioning",Single,"Miles, Anderson and Ward",writer,25051,38337,131,EMI Running,New Edward,Nevada,86527,New Jadehaven,Vermont,10.1,False,No,popular,424,"Solis, Good and Smith",Richardson PLC,1989-07-18,20,Education loan,College education,on,Rented,16,3658
413,Rachel Novak,1987-04-15,1998-08-22,126739,Insurance risk surveyor,Divorced,Miller Inc,know,33006,33180,158,Fully Disbursed,Port John,Colorado,77365,North Sandra,North Carolina,16.64,False,No,finish,391,"Banks, Jackson and Jones",Roth-Carlson,2015-10-05,18,Education loan,School Education,letter,Owned,3,3815
414,David Fleming,1994-03-07,1965-10-19,23903,Counselling psychologist,Married,Walker Inc,lead,20422,39529,272,EMI Running,Dickersonhaven,Alaska,42453,New Thomasburgh,Alaska,10.2,False,No,answer,641,Davis and Sons,Williams Inc,1986-12-27,14,Education loan,Certification,police,Owned,6,4149
415,Danny Williams,1982-01-02,1991-12-06,113236,Medical technical officer,Married,Robinson Inc,side,27772,4251,114,Fully Disbursed,Frenchborough,Hawaii,86072,South Jamesmouth,Arkansas,15.73,False,No,outside,435,Duncan-Simmons,"Allen, Flores and Harris",1989-05-30,3,Education loan,Certification,parent,Rented,4,1589
416,William Bruce,1983-07-06,2005-04-21,121726,Geophysical data processor,Divorced,"Kim, Collins and Hoffman",include,33621,17928,13,EMI Running,Danielview,Virginia,21663,Port Kathryn,Michigan,8.29,True,No,travel,470,Torres Ltd,Rodriguez-Barton,2014-06-18,6,Education loan,College education,will,Owned,16,1866
417,Caroline Hill,1974-07-11,1970-04-20,165627,Historic buildings inspector/conservation officer,Divorced,Long-Banks,but,17349,21076,57,Fully Disbursed,Davidview,Hawaii,54012,Robinside,South Carolina,6.7,False,No,cut,571,"Hernandez, Patel and Murphy",Olson and Sons,1985-09-11,15,Education loan,School Education,most,Owned,1,2542
418,Christian Rose,1970-09-14,1964-09-13,177107,Land,Single,"Owens, Peterson and Garcia",at,24146,6941,184,Fully Disbursed,Leeton,Mississippi,38781,West Barbara,North Carolina,16.17,False,Yes,year,815,Thompson-Johnson,Wise-Gonzales,1997-09-21,6,Education loan,Certification,college,Rented,2,1776
419,Amanda Murphy,1992-09-27,2005-06-22,68797,Control and instrumentation engineer,Single,Sparks PLC,must,35731,7270,164,EMI Running,Alisonbury,North Carolina,32257,Port Amytown,Massachusetts,11.73,False,Yes,dark,850,"Scott, Zimmerman and Young",Medina-Herrera,1992-06-03,33,Education loan,College education,member,Owned,25,3822
420,Hunter Clark,2000-07-13,1967-01-24,145310,Art therapist,Divorced,Kelly-Ellis,church,44762,10413,234,EMI Running,Jordanhaven,Iowa,56350,Lake Jacobstad,North Carolina,13.5,False,No,law,610,Brown Group,Bell PLC,1977-05-07,4,Education loan,Certification,and,Rented,22,1192
421,Kevin Serrano,2001-01-22,1967-12-08,159557,Museum/gallery exhibitions officer,Married,Bailey Inc,bed,46440,26350,226,Fully Disbursed,South Stacy,Alaska,29764,New Laura,Montana,18.31,False,Yes,break,899,Walker-Kelly,Reed-Taylor,2003-11-12,14,Education loan,School Education,real,Rented,11,2841
422,Michael Thomas,1997-09-07,1966-03-20,182532,Higher education careers adviser,Married,"Gallegos, Rodriguez and Cooper",relate,12788,31185,348,Fully Disbursed,Mooremouth,Indiana,93437,New Saraside,Kansas,16.09,False,Yes,hear,660,Gonzalez Inc,Anderson and Sons,2022-05-07,25,Education loan,Certification,discover,Owned,1,1915
423,Jacqueline Fernandez,1976-01-10,2001-09-15,21876,Land,Divorced,Gray Ltd,kid,42817,20165,137,Fully Disbursed,Collinston,Ohio,08046,East Melissa,Delaware,9.12,True,Yes,part,802,Arnold-Hernandez,"Jones, Rodriguez and Thomas",2008-01-01,4,Education loan,Certification,early,Rented,9,1362
424,Justin Ray,2002-06-27,1983-01-20,189405,"Designer, industrial/product",Married,"Kelley, Scott and Wells",between,42732,16106,343,Fully Disbursed,Rossmouth,Washington,44926,Monicaberg,Kansas,5.56,True,Yes,product,676,Brown-Simmons,Evans-Hughes,1970-02-01,12,Education loan,School Education,behind,Owned,25,1155
425,Nathan Wright,1999-09-29,1964-10-18,163968,Health service manager,Divorced,"Welch, Castro and Watkins",assume,44944,27346,207,Fully Disbursed,Debramouth,New Jersey,30829,Bellside,New Jersey,18.14,True,Yes,decision,711,Jensen-Jackson,Thompson and Sons,2023-10-28,26,Education loan,College education,western,Rented,9,2673
426,Casey Flowers,1972-09-14,1962-05-01,181684,Herbalist,Single,Sanders-Nunez,important,5622,24361,177,EMI Running,Wellston,Colorado,02366,Smithville,Colorado,10.07,False,Yes,computer,803,Adams Group,"Jones, Estrada and Williams",2022-03-14,15,Education loan,Certification,near,Rented,16,2192
427,Timothy Evans,1988-02-17,1997-04-14,108282,Software engineer,Divorced,Sanchez-Kennedy,effect,23460,31878,40,EMI Running,Mathewsfort,Texas,38934,Wendyshire,Texas,5.37,False,No,human,395,Smith-Adams,Davis-Neal,1975-11-01,33,Education loan,School Education,short,Owned,13,1621
428,Adrian Rangel,1974-04-16,1967-08-03,113144,Health service manager,Married,"Martinez, Rice and Brown",scientist,25745,6403,200,Fully Disbursed,West Brandonmouth,Nebraska,58357,Kendramouth,Rhode Island,6.94,True,No,thought,490,Gonzales-Williams,Jefferson-Roberts,1975-05-01,9,Education loan,Certification,despite,Rented,28,4623
429,Angela Barr,1977-10-07,1984-07-05,37289,Scientific laboratory technician,Married,Ponce-Gonzalez,look,10000,36260,27,Fully Disbursed,Lake Michael,Iowa,76868,Swansonton,Florida,8.5,True,Yes,experience,331,Mejia-Lee,Newman Inc,1976-09-28,9,Education loan,Certification,able,Owned,14,4233
